temperature;gas;humidity;barometer;IAQ;IAQ_S;VOCS;accuracy
30.38;86290.00;37.00;999.95;241;185;5.67;3
30.38;85068.00;37.00;999.98;241;185;5.67;3
30.37;83546.00;37.00;999.98;248;191;6.16;3
30.37;83132.00;37.00;999.98;248;191;6.16;3
30.37;80814.00;37.00;999.98;248;191;6.16;3
30.36;79590.00;37.00;999.95;259;200;7.04;2
30.35;77249.00;38.00;999.99;259;200;7.04;2
30.20;76129.00;38.00;999.95;259;200;7.04;2
30.20;73790.00;38.00;999.98;281;216;9.07;2
30.14;71590.00;39.00;999.98;281;216;9.07;2
30.09;71896.00;39.00;999.98;281;216;9.07;2
30.08;71106.00;39.00;999.98;304;234;11.94;2
30.11;71226.00;39.00;999.98;304;234;11.94;2
30.10;71651.00;39.00;999.98;304;234;11.94;2
30.04;72267.00;39.00;999.98;320;247;14.51;2
29.90;72579.00;39.00;999.95;320;247;14.51;2
29.94;72957.00;39.00;999.95;320;247;14.51;2
29.90;73467.00;39.00;999.94;325;252;15.61;2
29.82;73790.00;39.00;999.98;325;252;15.61;2
29.70;74775.00;39.00;999.94;325;252;15.61;2
29.66;74181.00;39.00;999.98;323;252;15.47;2
29.55;74775.00;39.00;999.95;323;252;15.47;2
29.42;74775.00;39.00;999.95;323;252;15.47;2
29.38;76406.00;39.00;999.91;320;250;15.08;2
29.29;75446.00;39.00;999.94;320;250;15.08;2
29.22;76615.00;39.00;999.98;320;250;15.08;2
29.16;77037.00;39.00;999.98;317;248;14.74;2
29.08;77821.00;39.00;999.99;317;248;14.74;2
29.04;79741.00;39.00;999.98;317;248;14.74;2
28.98;78769.00;39.00;999.99;309;243;13.62;2
28.93;78622.00;39.00;999.95;309;243;13.62;2
28.82;79741.00;39.00;999.98;309;243;13.62;2
28.85;80197.00;39.00;999.98;300;237;12.50;2
28.95;81126.00;39.00;1000.03;300;237;12.50;2
29.02;81048.00;39.00;999.99;300;237;12.50;2
29.05;80045.00;39.00;999.99;291;231;11.39;2
29.10;80970.00;39.00;999.99;291;231;11.39;2
29.13;80970.00;39.00;999.99;291;231;11.39;2
29.15;80351.00;39.00;999.98;281;224;10.17;2
29.18;82642.00;39.00;999.98;281;224;10.17;2
29.22;82399.00;39.00;999.95;281;224;10.17;2
29.23;81678.00;39.00;999.94;272;218;9.32;2
29.26;83795.00;39.00;999.95;272;218;9.32;2
29.29;82561.00;38.00;999.98;272;218;9.32;2
29.31;82805.00;38.00;999.98;264;212;8.49;2
29.33;84047.00;38.00;999.98;264;212;8.49;2
29.36;84810.00;38.00;999.99;264;212;8.49;2
29.37;84469.00;38.00;999.99;259;209;8.13;2
29.38;84384.00;38.00;1000.01;259;209;8.13;2
29.40;84300.00;38.00;999.98;259;209;8.13;2
29.42;84215.00;38.00;999.99;253;205;7.64;2
29.44;83463.00;38.00;999.98;253;205;7.64;2
29.46;84300.00;38.00;999.99;253;205;7.64;2
29.48;82805.00;38.00;999.99;247;200;7.14;2
29.48;84131.00;38.00;999.99;247;200;7.14;2
29.50;84300.00;38.00;999.98;247;200;7.14;2
29.52;84215.00;38.00;999.98;244;198;6.85;2
29.53;83463.00;38.00;999.98;244;198;6.85;2
29.54;84131.00;38.00;999.98;244;198;6.85;2
29.56;84300.00;38.00;999.95;245;199;6.98;2
29.57;85068.00;38.00;999.99;245;199;6.98;2
29.59;83963.00;38.00;1000.01;245;199;6.98;2
29.59;82238.00;38.00;999.98;249;202;7.26;2
29.61;84384.00;38.00;999.98;249;202;7.26;2
29.62;84384.00;38.00;999.98;249;202;7.26;2
29.64;83215.00;38.00;999.98;246;199;7.02;2
29.65;84725.00;38.00;999.98;246;199;7.02;2
29.66;84639.00;38.00;999.98;246;199;7.02;2
29.68;82642.00;38.00;999.98;243;197;6.78;2
29.69;84810.00;38.00;999.98;243;197;6.78;2
29.70;84896.00;38.00;999.95;243;197;6.78;2
29.71;84215.00;38.00;999.98;243;197;6.78;2
29.72;83380.00;38.00;999.95;243;197;6.78;2
29.73;84215.00;38.00;999.95;243;197;6.78;2
29.74;84384.00;38.00;999.94;242;196;6.68;2
29.75;84384.00;38.00;999.95;242;196;6.68;2
29.77;84896.00;38.00;999.95;242;196;6.68;2
29.78;84725.00;38.00;999.94;241;195;6.62;2
29.78;84300.00;38.00;999.94;241;195;6.62;2
29.80;84215.00;38.00;999.95;241;195;6.62;2
29.81;84300.00;38.00;999.98;241;195;6.60;2
29.82;84554.00;38.00;999.95;241;195;6.60;2
29.83;84469.00;37.00;999.98;241;195;6.60;2
29.84;84215.00;37.00;999.94;241;195;6.59;2
29.85;84554.00;37.00;999.95;241;195;6.59;2
29.86;83963.00;37.00;999.95;241;195;6.59;2
29.86;84469.00;37.00;999.91;240;195;6.56;2
29.86;84047.00;37.00;999.94;240;195;6.56;2
29.88;84384.00;37.00;999.91;240;195;6.56;2
29.89;83879.00;37.00;999.95;241;196;6.65;2
29.91;84554.00;37.00;999.95;241;196;6.65;2
29.91;84725.00;37.00;999.94;241;196;6.65;2
29.92;83879.00;37.00;999.95;242;196;6.72;2
29.93;84047.00;37.00;999.95;242;196;6.72;2
29.93;84810.00;37.00;999.94;242;196;6.72;2
29.94;84896.00;37.00;999.95;240;195;6.57;2
29.95;85154.00;37.00;999.95;240;195;6.57;2
29.96;84725.00;37.00;999.94;240;195;6.57;2
29.96;85327.00;37.00;999.95;240;195;6.57;2
29.97;85587.00;37.00;999.94;238;193;6.40;2
29.98;85154.00;37.00;999.94;238;193;6.40;2
29.99;85500.00;37.00;999.99;238;193;6.40;2
29.99;86202.00;37.00;999.95;236;192;6.25;2
30.00;85938.00;37.00;999.95;236;192;6.25;2
30.01;86557.00;37.00;999.98;236;192;6.25;2
30.01;86646.00;37.00;999.95;232;189;5.97;2
30.02;86736.00;37.00;999.95;232;189;5.97;2
30.03;87276.00;37.00;999.98;232;189;5.97;2
30.03;87732.00;37.00;999.98;228;185;5.68;2
30.03;87458.00;37.00;999.95;228;185;5.68;2
30.04;87640.00;37.00;999.95;228;185;5.68;2
30.04;87915.00;37.00;999.98;224;182;5.43;3
30.05;87915.00;37.00;999.95;224;182;5.43;3
30.06;87276.00;37.00;999.95;224;182;5.43;3
30.06;89033.00;37.00;999.98;223;181;5.31;3
30.07;88099.00;37.00;999.98;223;181;5.31;3
30.08;87640.00;37.00;999.95;223;181;5.31;3
30.09;88099.00;37.00;999.98;221;179;5.18;3
30.09;87823.00;37.00;999.95;221;179;5.18;3
30.10;88007.00;36.00;999.94;221;179;5.18;3
30.10;88751.00;36.00;999.98;219;178;5.08;3
30.11;87549.00;36.00;999.95;219;178;5.08;3
30.11;88939.00;36.00;999.95;219;178;5.08;3
30.12;89222.00;36.00;999.95;216;175;4.89;3
30.13;88470.00;36.00;999.94;216;175;4.89;3
30.13;88751.00;36.00;999.95;216;175;4.89;3
30.13;88751.00;36.00;999.95;213;173;4.73;3
30.14;89317.00;36.00;999.95;213;173;4.73;3
30.15;89412.00;36.00;999.98;213;173;4.73;3
30.15;88751.00;36.00;999.95;211;172;4.61;3
30.15;88939.00;36.00;999.95;211;172;4.61;3
30.16;89698.00;36.00;999.94;211;172;4.61;3
30.16;89890.00;36.00;999.95;209;170;4.50;3
30.16;89033.00;36.00;999.94;209;170;4.50;3
30.17;89698.00;36.00;999.95;209;170;4.50;3
30.17;90082.00;36.00;999.95;208;169;4.45;3
30.17;89698.00;36.00;999.94;208;169;4.45;3
30.18;89507.00;36.00;999.95;208;169;4.45;3
30.18;90276.00;36.00;999.94;207;168;4.39;3
30.18;90470.00;36.00;999.98;207;168;4.39;3
30.19;89986.00;36.00;999.95;207;168;4.39;3
30.19;89698.00;36.00;999.95;206;167;4.33;3
30.19;90179.00;36.00;999.95;206;167;4.33;3
30.19;89890.00;36.00;999.95;206;167;4.33;3
30.19;90763.00;36.00;999.95;205;167;4.30;3
30.20;90373.00;36.00;999.95;205;167;4.30;3
30.20;90665.00;36.00;999.94;205;167;4.30;3
30.21;90568.00;36.00;999.99;202;165;4.17;3
30.21;91855.00;36.00;999.98;202;165;4.17;3
30.21;91554.00;36.00;999.98;202;165;4.17;3
30.21;91455.00;36.00;999.99;199;162;4.02;3
30.21;92056.00;36.00;999.98;199;162;4.02;3
30.22;92972.00;36.00;999.98;199;162;4.02;3
30.21;92258.00;36.00;999.98;194;158;3.78;3
30.23;92461.00;36.00;999.95;194;158;3.78;3
30.23;92157.00;36.00;999.99;194;158;3.78;3
30.23;92258.00;36.00;999.98;193;157;3.71;3
30.23;91554.00;36.00;999.98;193;157;3.71;3
30.23;92157.00;36.00;999.98;193;157;3.71;3
30.23;93075.00;36.00;999.98;191;156;3.65;3
30.24;92563.00;36.00;999.95;191;156;3.65;3
30.24;92461.00;36.00;999.98;191;156;3.65;3
30.23;94118.00;36.00;999.95;190;155;3.59;3
30.24;93385.00;36.00;999.95;190;155;3.59;3
30.24;93282.00;36.00;999.95;190;155;3.59;3
30.24;92870.00;36.00;999.94;187;153;3.46;3
30.25;93802.00;36.00;999.98;187;153;3.46;3
30.26;93907.00;36.00;999.98;187;153;3.46;3
30.26;94435.00;36.00;999.98;184;150;3.34;3
30.25;93802.00;36.00;999.98;184;150;3.34;3
30.25;94754.00;36.00;999.95;184;150;3.34;3
30.26;94435.00;36.00;999.95;180;147;3.18;3
30.26;94968.00;36.00;999.94;180;147;3.18;3
30.26;95399.00;35.00;999.95;180;147;3.18;3
30.27;94968.00;35.00;999.95;181;148;3.23;3
30.26;95508.00;35.00;999.95;181;148;3.23;3
30.26;93698.00;35.00;999.95;181;148;3.23;3
30.26;93698.00;35.00;999.94;178;145;3.10;3
30.26;93489.00;35.00;999.94;178;145;3.10;3
30.26;93282.00;35.00;999.94;178;145;3.10;3
30.26;94223.00;35.00;999.94;179;146;3.13;3
30.26;93593.00;35.00;999.94;179;146;3.13;3
30.26;94012.00;35.00;999.94;179;146;3.13;3
30.26;94861.00;35.00;999.94;179;146;3.14;3
30.26;95399.00;35.00;999.95;179;146;3.14;3
30.27;94541.00;35.00;999.95;179;146;3.14;3
30.27;95076.00;35.00;999.95;179;146;3.15;3
30.27;94754.00;35.00;999.95;179;146;3.15;3
30.27;94329.00;35.00;999.95;179;146;3.15;3
30.27;94754.00;35.00;999.95;178;146;3.13;3
30.27;93819.00;35.00;999.95;178;146;3.13;3
30.27;94435.00;35.00;999.95;178;146;3.13;3
30.27;94968.00;35.00;999.95;180;147;3.19;3
30.27;93907.00;35.00;999.95;180;147;3.19;3
30.27;94118.00;35.00;999.95;180;147;3.19;3
30.27;94861.00;35.00;999.95;180;147;3.20;3
30.27;94754.00;35.00;999.95;180;147;3.20;3
30.27;94223.00;35.00;999.98;180;147;3.20;3
30.27;94012.00;35.00;999.98;181;148;3.23;3
30.27;94435.00;35.00;999.95;181;148;3.23;3
30.27;94647.00;35.00;999.95;181;148;3.23;3
30.27;94861.00;35.00;999.95;180;147;3.17;3
30.27;94932.00;35.00;999.95;180;147;3.17;3
30.27;93558.00;35.00;999.95;180;147;3.17;3
30.27;94861.00;35.00;999.91;180;147;3.19;3
30.26;94223.00;35.00;999.91;180;147;3.19;3
30.26;93767.00;35.00;999.91;180;147;3.19;3
30.26;94346.00;35.00;999.94;181;148;3.21;3
30.26;94082.00;35.00;999.90;181;148;3.21;3
30.26;94029.00;35.00;999.90;181;148;3.21;3
30.27;93662.00;35.00;999.94;180;147;3.17;3
30.27;93977.00;35.00;999.91;180;147;3.17;3
30.26;95076.00;35.00;999.91;180;147;3.17;3
30.26;93872.00;35.00;999.91;179;146;3.15;3
30.27;94134.00;35.00;999.94;179;146;3.15;3
30.26;94134.00;35.00;999.95;179;146;3.15;3
30.27;94452.00;35.00;999.95;181;148;3.20;3
30.27;94452.00;35.00;999.95;181;148;3.20;3
30.26;94505.00;35.00;999.94;181;148;3.20;3
30.26;94399.00;35.00;999.91;181;148;3.23;3
30.26;94240.00;35.00;999.91;181;148;3.23;3
30.26;94825.00;35.00;999.91;181;148;3.23;3
30.26;95039.00;35.00;999.94;181;148;3.21;3
30.26;95471.00;35.00;999.94;181;148;3.21;3
30.26;94346.00;35.00;999.91;181;148;3.21;3
30.26;95363.00;35.00;999.94;180;147;3.18;3
30.26;95688.00;35.00;999.91;180;147;3.18;3
30.26;94452.00;35.00;999.91;180;147;3.18;3
30.27;95797.00;35.00;999.98;177;145;3.09;3
30.26;95201.00;35.00;999.91;177;145;3.09;3
30.27;96016.00;35.00;999.98;177;145;3.09;3
30.27;96071.00;35.00;999.95;176;144;3.04;3
30.27;96512.00;35.00;999.98;176;144;3.04;3
30.27;95525.00;35.00;999.95;176;144;3.04;3
30.26;97013.00;35.00;999.91;174;142;2.96;3
30.26;96291.00;35.00;999.95;174;142;2.96;3
30.27;96512.00;35.00;999.95;174;142;2.96;3
30.27;96568.00;35.00;999.94;173;141;2.92;3
30.27;96126.00;35.00;999.95;173;141;2.92;3
30.27;96623.00;35.00;999.94;173;141;2.92;3
30.27;96401.00;35.00;999.95;172;141;2.90;3
30.27;96512.00;35.00;999.94;172;141;2.90;3
30.27;97125.00;35.00;999.94;172;141;2.90;3
30.27;96679.00;35.00;999.94;171;140;2.87;3
30.27;96734.00;35.00;999.94;171;140;2.87;3
30.27;97013.00;35.00;999.94;171;140;2.87;3
30.27;96957.00;35.00;999.94;171;140;2.87;3
30.28;97576.00;35.00;999.91;170;139;2.84;3
30.28;96679.00;35.00;999.94;170;139;2.84;3
30.28;96957.00;35.00;999.94;170;139;2.84;3
30.28;97633.00;35.00;999.94;170;139;2.81;3
30.28;97350.00;35.00;999.94;170;139;2.81;3
30.27;97294.00;35.00;999.94;170;139;2.81;3
30.28;97238.00;35.00;999.94;169;138;2.78;3
30.27;97520.00;35.00;999.94;169;138;2.78;3
30.28;97463.00;35.00;999.94;169;138;2.78;3
30.28;97125.00;35.00;999.94;168;137;2.74;3
30.28;98146.00;35.00;999.94;168;137;2.74;3
30.28;98318.00;35.00;999.94;168;137;2.74;3
30.29;98433.00;35.00;999.91;165;135;2.66;3
30.28;98203.00;35.00;999.94;165;135;2.66;3
30.29;97917.00;35.00;999.95;165;135;2.66;3
30.29;97463.00;35.00;999.94;164;135;2.64;3
30.29;99305.00;35.00;999.94;164;135;2.64;3
30.29;98203.00;35.00;999.94;164;135;2.64;3
30.29;100553.00;35.00;999.91;163;134;2.60;3
30.29;98897.00;35.00;999.94;163;134;2.60;3
30.29;99423.00;35.00;999.94;163;134;2.60;3
30.29;99482.00;35.00;999.94;160;131;2.51;3
30.29;99541.00;35.00;999.94;160;131;2.51;3
30.29;99305.00;35.00;999.94;160;131;2.51;3
30.29;99777.00;35.00;999.94;158;130;2.45;3
30.29;99600.00;35.00;999.94;158;130;2.45;3
30.29;99364.00;35.00;999.94;158;130;2.45;3
30.29;100313.00;35.00;999.94;156;128;2.38;3
30.30;99247.00;35.00;999.94;156;128;2.38;3
30.29;100253.00;35.00;999.94;156;128;2.38;3
30.29;99896.00;35.00;999.94;153;126;2.31;3
30.29;100433.00;34.00;999.94;153;126;2.31;3
30.29;100193.00;34.00;999.94;153;126;2.31;3
30.29;100014.00;35.00;999.94;153;126;2.30;3
30.29;100493.00;34.00;999.90;153;126;2.30;3
30.28;100014.00;34.00;999.91;153;126;2.30;3
30.27;100373.00;34.00;999.91;153;125;2.30;3
30.28;100493.00;34.00;999.90;153;125;2.30;3
30.28;99247.00;34.00;999.91;153;125;2.30;3
30.29;100553.00;34.00;999.90;152;125;2.27;3
30.28;99482.00;34.00;999.90;152;125;2.27;3
30.29;100373.00;34.00;999.90;152;125;2.27;3
30.28;100014.00;34.00;999.90;152;125;2.26;3
30.28;99955.00;34.00;999.90;152;125;2.26;3
30.28;100193.00;34.00;999.90;152;125;2.26;3
30.28;100313.00;34.00;999.90;151;124;2.26;3
30.28;100975.00;34.00;999.91;151;124;2.26;3
30.28;101158.00;34.00;999.90;151;124;2.26;3
30.27;101341.00;34.00;999.90;150;123;2.23;3
30.28;101341.00;34.00;999.90;150;123;2.23;3
30.28;101463.00;34.00;999.91;150;123;2.23;3
30.28;100794.00;34.00;999.90;150;124;2.23;3
30.27;101097.00;34.00;999.91;150;124;2.23;3
30.27;103207.00;34.00;999.90;150;124;2.23;3
30.27;101955.00;34.00;999.90;146;120;2.11;3
30.28;101709.00;34.00;999.90;146;120;2.11;3
30.27;102079.00;34.00;999.90;146;120;2.11;3
30.27;102828.00;34.00;999.91;147;121;2.13;3
30.27;101893.00;34.00;999.91;147;121;2.13;3
30.27;101402.00;34.00;999.91;147;121;2.13;3
30.26;101341.00;34.00;999.90;147;121;2.14;3
30.27;101832.00;34.00;999.91;147;121;2.14;3
30.27;101893.00;34.00;999.91;147;121;2.14;3
30.27;102141.00;34.00;999.91;148;121;2.16;3
30.27;102390.00;34.00;999.91;148;121;2.16;3
30.27;102017.00;34.00;999.91;148;121;2.16;3
30.27;101709.00;34.00;999.87;145;119;2.09;3
30.27;102954.00;34.00;999.91;145;119;2.09;3
30.27;102703.00;34.00;999.91;145;119;2.09;3
30.27;102515.00;34.00;999.91;144;119;2.07;3
30.27;103017.00;34.00;999.91;144;119;2.07;3
30.27;103017.00;34.00;999.91;144;119;2.07;3
30.26;103844.00;34.00;999.91;142;117;2.02;3
30.27;103525.00;34.00;999.91;142;117;2.02;3
30.27;104166.00;34.00;999.90;142;117;2.02;3
30.27;103909.00;34.00;999.91;140;116;1.97;3
30.27;104102.00;34.00;999.90;140;116;1.97;3
30.27;103780.00;34.00;999.91;140;116;1.97;3
30.27;104295.00;34.00;999.91;137;113;1.91;3
30.26;103716.00;34.00;999.87;137;113;1.91;3
30.26;104685.00;34.00;999.87;137;113;1.91;3
30.26;105143.00;34.00;999.90;136;112;1.87;3
30.25;105143.00;34.00;999.87;136;112;1.87;3
30.26;104360.00;34.00;999.90;136;112;1.87;3
30.25;104881.00;34.00;999.90;136;112;1.87;3
30.26;104685.00;34.00;999.90;136;112;1.87;3
30.26;103909.00;34.00;999.90;136;112;1.87;3
30.26;104750.00;34.00;999.90;135;111;1.85;3
30.26;106072.00;34.00;999.90;135;111;1.85;3
30.26;104881.00;34.00;999.90;135;111;1.85;3
30.26;104425.00;34.00;999.90;134;110;1.83;3
30.26;104750.00;34.00;999.91;134;110;1.83;3
30.26;104620.00;34.00;999.90;134;110;1.83;3
30.26;105012.00;34.00;999.90;132;109;1.79;3
30.26;105539.00;34.00;999.90;132;109;1.79;3
30.26;105341.00;34.00;999.90;132;109;1.79;3
30.25;104620.00;34.00;999.90;129;107;1.73;3
30.26;105473.00;34.00;999.90;129;107;1.73;3
30.26;105872.00;34.00;999.90;129;107;1.73;3
30.26;105672.00;34.00;999.90;128;106;1.71;3
30.25;105738.00;34.00;999.90;128;106;1.71;3
30.26;106139.00;34.00;999.90;128;106;1.71;3
30.26;106206.00;34.00;999.90;124;103;1.63;3
30.26;106543.00;34.00;999.90;124;103;1.63;3
30.26;106408.00;34.00;999.90;124;103;1.63;3
30.26;106543.00;34.00;999.91;123;102;1.62;3
30.26;106340.00;34.00;999.90;123;102;1.62;3
30.26;106949.00;34.00;999.90;123;102;1.62;3
30.25;107290.00;34.00;999.87;121;101;1.58;3
30.26;107359.00;34.00;999.87;121;101;1.58;3
30.25;108258.00;34.00;999.90;121;101;1.58;3
30.26;107634.00;34.00;999.90;120;100;1.56;3
30.26;107772.00;34.00;999.90;120;100;1.56;3
30.26;107910.00;34.00;999.87;120;100;1.56;3
30.26;107359.00;34.00;999.87;118;98;1.51;3
30.26;108327.00;34.00;999.87;118;98;1.51;3
30.26;108467.00;34.00;999.87;118;98;1.51;3
30.26;108118.00;34.00;999.87;116;97;1.49;3
30.26;108327.00;34.00;999.87;116;97;1.49;3
30.27;108467.00;34.00;999.91;116;97;1.49;3
30.26;107841.00;34.00;999.87;116;96;1.48;3
30.26;108118.00;34.00;999.87;116;96;1.48;3
30.26;107772.00;34.00;999.87;116;96;1.48;3
30.26;107222.00;34.00;999.87;115;96;1.47;3
30.26;107703.00;34.00;999.87;115;96;1.47;3
30.26;107634.00;34.00;999.87;115;96;1.47;3
30.26;106340.00;34.00;999.87;115;96;1.47;3
30.26;108327.00;34.00;999.87;115;96;1.47;3
30.26;107359.00;34.00;999.87;115;96;1.47;3
30.25;107980.00;34.00;999.87;115;96;1.46;3
30.26;106678.00;34.00;999.87;115;96;1.46;3
30.26;107154.00;34.00;999.87;115;96;1.46;3
30.26;107634.00;34.00;999.90;116;96;1.47;3
30.26;107980.00;34.00;999.90;116;96;1.47;3
30.25;108188.00;34.00;999.90;116;96;1.47;3
30.25;106746.00;34.00;999.90;118;98;1.51;3
30.25;107565.00;34.00;999.90;118;98;1.51;3
30.26;109030.00;34.00;999.90;118;98;1.51;3
30.25;107085.00;34.00;999.90;118;98;1.52;3
30.25;107841.00;34.00;999.91;118;98;1.52;3
30.25;108748.00;34.00;999.91;118;98;1.52;3
30.25;108258.00;34.00;999.91;117;97;1.49;3
30.25;108258.00;34.00;999.91;117;97;1.49;3
30.25;108327.00;34.00;999.91;117;97;1.49;3
30.25;109030.00;34.00;999.90;117;97;1.49;3
30.25;108118.00;34.00;999.87;114;95;1.45;3
30.24;108607.00;34.00;999.91;114;95;1.45;3
30.25;108678.00;34.00;999.90;114;95;1.45;3
30.25;108467.00;34.00;999.90;113;94;1.43;3
30.24;108467.00;34.00;999.90;113;94;1.43;3
30.24;108889.00;34.00;999.87;113;94;1.43;3
30.24;109527.00;34.00;999.91;112;94;1.41;3
30.25;107772.00;34.00;999.90;112;94;1.41;3
30.25;108537.00;34.00;999.91;112;94;1.41;3
30.25;108467.00;34.00;999.91;112;93;1.41;3
30.25;108467.00;34.00;999.91;112;93;1.41;3
30.25;108258.00;34.00;999.91;112;93;1.41;3
30.25;109101.00;34.00;999.87;113;94;1.42;3
30.25;108537.00;34.00;999.91;113;94;1.42;3
30.25;108818.00;34.00;999.91;113;94;1.42;3
30.25;108118.00;34.00;999.90;112;93;1.41;3
30.24;108049.00;34.00;999.90;112;93;1.41;3
30.23;107428.00;34.00;999.91;112;93;1.41;3
30.23;107290.00;34.00;999.90;114;95;1.45;3
30.22;105407.00;34.00;999.90;114;95;1.45;3
30.21;106475.00;34.00;999.91;114;95;1.45;3
30.21;106273.00;34.00;999.91;118;98;1.51;3
30.21;105539.00;34.00;999.91;118;98;1.51;3
30.21;106072.00;34.00;999.90;118;98;1.51;3
30.21;104425.00;34.00;999.91;121;100;1.56;3
30.21;104037.00;34.00;999.90;121;100;1.56;3
30.21;105275.00;34.00;999.90;121;100;1.56;3
30.21;105275.00;34.00;999.90;125;104;1.65;3
30.21;105341.00;34.00;999.87;125;104;1.65;3
30.21;104816.00;34.00;999.90;125;104;1.65;3
30.21;105539.00;34.00;999.90;129;106;1.72;3
30.21;105275.00;34.00;999.90;129;106;1.72;3
30.21;105275.00;34.00;999.90;129;106;1.72;3
30.21;104946.00;34.00;999.84;130;107;1.74;3
30.20;106072.00;34.00;999.90;130;107;1.74;3
30.21;105209.00;34.00;999.90;130;107;1.74;3
30.21;105407.00;34.00;999.90;130;107;1.74;3
30.21;105275.00;34.00;999.90;130;107;1.74;3
30.22;104231.00;34.00;999.87;130;107;1.74;3
30.22;106139.00;34.00;999.90;130;107;1.74;3
30.22;105872.00;34.00;999.90;130;107;1.74;3
30.22;106072.00;34.00;999.87;130;107;1.74;3
30.22;105872.00;34.00;999.90;129;107;1.73;3
30.22;106340.00;34.00;999.87;129;107;1.73;3
30.22;107154.00;34.00;999.87;129;107;1.73;3
30.22;106678.00;34.00;999.87;127;105;1.68;3
30.22;107703.00;34.00;999.87;127;105;1.68;3
30.22;107085.00;34.00;999.87;127;105;1.68;3
30.22;107496.00;34.00;999.87;125;104;1.65;3
30.23;107703.00;34.00;999.87;125;104;1.65;3
30.23;107565.00;34.00;999.91;125;104;1.65;3
30.23;107980.00;34.00;999.90;126;104;1.66;3
30.23;107428.00;34.00;999.90;126;104;1.66;3
30.23;107910.00;34.00;999.87;126;104;1.66;3
30.22;107359.00;34.00;999.87;123;102;1.61;3
30.23;107980.00;34.00;999.87;123;102;1.61;3
30.22;106746.00;34.00;999.91;123;102;1.61;3
30.22;108678.00;34.00;999.87;124;102;1.62;3
30.22;107565.00;34.00;999.87;124;102;1.62;3
30.22;107565.00;34.00;999.87;124;102;1.62;3
30.22;108748.00;34.00;999.87;120;100;1.55;3
30.22;108467.00;34.00;999.87;120;100;1.55;3
30.21;107980.00;34.00;999.87;120;100;1.55;3
30.21;108467.00;34.00;999.90;118;98;1.52;3
30.21;107703.00;34.00;999.84;118;98;1.52;3
30.20;108607.00;34.00;999.84;118;98;1.52;3
30.20;108748.00;34.00;999.85;117;97;1.49;3
30.20;108959.00;34.00;999.85;117;97;1.49;3
30.19;107634.00;34.00;999.87;117;97;1.49;3
30.19;108327.00;34.00;999.85;116;97;1.48;3
30.19;108397.00;34.00;999.85;116;97;1.48;3
30.19;108118.00;34.00;999.85;116;97;1.48;3
30.19;108959.00;34.00;999.85;116;96;1.48;3
30.19;108397.00;34.00;999.84;116;96;1.48;3
30.18;108397.00;34.00;999.84;116;96;1.48;3
30.18;108818.00;34.00;999.85;115;96;1.46;3
30.18;108258.00;34.00;999.85;115;96;1.46;3
30.18;108818.00;34.00;999.85;115;96;1.46;3
30.18;108678.00;34.00;999.85;115;95;1.45;3
30.18;108188.00;34.00;999.85;115;95;1.45;3
30.18;108537.00;34.00;999.85;115;95;1.45;3
30.17;108537.00;34.00;999.85;115;95;1.45;3
30.17;108818.00;34.00;999.87;115;95;1.45;3
30.17;107496.00;34.00;999.87;115;95;1.45;3
30.17;108327.00;34.00;999.87;116;96;1.47;3
30.17;108049.00;34.00;999.87;116;96;1.47;3
30.17;107772.00;34.00;999.87;116;96;1.47;3
30.17;108049.00;34.00;999.87;117;97;1.49;3
30.17;107703.00;34.00;999.85;117;97;1.49;3
30.17;108188.00;34.00;999.87;117;97;1.49;3
30.17;108818.00;34.00;999.87;116;97;1.48;3
30.17;109670.00;34.00;999.87;116;97;1.48;3
30.17;109456.00;34.00;999.85;116;97;1.48;3
30.10;109527.00;34.00;999.85;113;94;1.43;3
29.84;109670.00;34.00;999.87;113;94;1.43;3
29.82;109957.00;34.00;999.85;113;94;1.43;3
29.71;110608.00;34.00;999.85;109;91;1.37;3
29.53;110608.00;34.00;999.85;109;91;1.37;3
29.32;110754.00;35.00;999.84;109;91;1.37;3
29.21;109599.00;35.00;999.87;110;92;1.38;3
29.10;109742.00;35.00;999.85;110;92;1.38;3
28.96;110681.00;35.00;999.90;110;92;1.38;3
28.83;110245.00;35.00;999.87;109;91;1.37;3
28.71;110754.00;36.00;999.90;109;91;1.37;3
28.65;110973.00;36.00;999.90;109;91;1.37;3
28.60;111193.00;36.00;999.87;107;89;1.33;3
28.54;111785.00;36.00;999.87;107;89;1.33;3
28.49;112458.00;36.00;999.94;107;89;1.33;3
28.53;112533.00;36.00;999.90;104;87;1.28;3
28.60;113291.00;37.00;999.87;104;87;1.28;3
28.65;111934.00;37.00;999.87;104;87;1.28;3
28.69;113751.00;37.00;999.90;100;84;1.23;3
28.71;113139.00;37.00;999.90;100;84;1.23;3
28.74;112911.00;37.00;999.90;100;84;1.23;3
28.76;113215.00;37.00;999.87;99;83;1.20;3
28.78;112835.00;37.00;999.90;99;83;1.20;3
28.79;112158.00;37.00;999.90;99;83;1.20;3
28.81;112608.00;37.00;999.90;96;80;1.16;3
28.82;112684.00;37.00;999.90;96;80;1.16;3
28.83;113983.00;37.00;999.91;96;80;1.16;3
28.85;112533.00;36.00;999.90;95;80;1.15;3
28.86;112458.00;36.00;999.90;95;80;1.15;3
28.86;112835.00;36.00;999.87;95;80;1.15;3
28.87;113983.00;36.00;999.87;92;77;1.10;3
28.88;113444.00;36.00;999.90;92;77;1.10;3
